passenger_id,gender,age_group,state,travel_type,occupation,travel_frequency
P07065,Female,26-35,Tamil Nadu,Business,Government Employee,Medium
P07066,Female,26-35,Tamil Nadu,Business,Business Owner,Medium
P07067,Female,18-25,Maharashtra,Business,IT Employee,Low
P07068,Female,26-35,Tamil Nadu,Personal,Government Employee,High
P07069,Female,50+,Andhra Pradesh,Personal,Teacher,High
P07070,Female,18-25,Tamil Nadu,Business,Business Owner,Medium
P07071,Female,26-35,Delhi,Personal,Government Employee,High
P07072,Male,36-50,Maharashtra,Business,Teacher,Medium
P07073,Male,26-35,Tamil Nadu,Business,Business Owner,Low
P07074,Male,50+,Tamil Nadu,Business,Government Employee,Low
P07075,Male,18-25,Delhi,Business,Government Employee,Low
P07076,Male,18-25,Telangana,Personal,Student,Medium
P07077,Male,26-35,Andhra Pradesh,Business,Doctor,High
P07078,Female,50+,Karnataka,Business,Student,Medium
P07079,Female,18-25,Delhi,Business,IT Employee,Medium
P07080,Female,36-50,Karnataka,Personal,Teacher,Low
P07081,Female,26-35,Maharashtra,Personal,Business Owner,Medium
P07082,Male,50+,Telangana,Personal,Government Employee,Medium
P07083,Male,36-50,Andhra Pradesh,Business,IT Employee,High
P07084,Male,18-25,Maharashtra,Personal,Student,High
P07085,Female,26-35,Maharashtra,Business,Government Employee,High
P07086,Female,36-50,Karnataka,Business,Student,Medium
P07087,Female,18-25,Andhra Pradesh,Business,Government Employee,High
P07088,Female,18-25,Telangana,Personal,Teacher,High
P07089,Female,18-25,Karnataka,Business,IT Employee,High
P07090,Male,50+,Karnataka,Business,IT Employee,Medium
P07091,Female,50+,Telangana,Personal,Government Employee,High
P07092,Female,18-25,Tamil Nadu,Business,IT Employee,Medium
P07093,Male,18-25,Delhi,Personal,Doctor,Medium
P07094,Male,26-35,Delhi,Business,Government Employee,Low
P07095,Female,36-50,Delhi,Business,IT Employee,Medium
P07096,Female,50+,Telangana,Business,Government Employee,Low
P07097,Male,36-50,Delhi,Business,Student,Medium
P07098,Female,36-50,Tamil Nadu,Personal,Business Owner,Medium
P07099,Female,36-50,Karnataka,Business,Business Owner,Low
P07100,Female,36-50,Delhi,Personal,IT Employee,High
P07101,Female,26-35,Delhi,Business,Student,Low
P07102,Female,26-35,Tamil Nadu,Personal,Teacher,High
P07103,Male,26-35,Maharashtra,Business,Business Owner,Medium
P07104,Female,50+,Maharashtra,Personal,Teacher,High
P07105,Male,50+,Karnataka,Personal,Government Employee,Low
P07106,Female,50+,Andhra Pradesh,Business,Teacher,Low
P07107,Female,18-25,Telangana,Personal,Doctor,Medium
P07108,Female,50+,Andhra Pradesh,Business,Business Owner,High
P07109,Female,50+,Andhra Pradesh,Business,Student,High
P07110,Female,18-25,Andhra Pradesh,Business,IT Employee,Medium
P07111,Male,18-25,Karnataka,Personal,Government Employee,Medium
P07112,Male,36-50,Maharashtra,Business,Teacher,High
P07113,Male,26-35,Delhi,Personal,Doctor,High
P07114,Female,36-50,Andhra Pradesh,Personal,IT Employee,High
P07115,Male,18-25,Karnataka,Business,Doctor,Medium
P07116,Male,26-35,Maharashtra,Personal,IT Employee,Medium
P07117,Male,26-35,Delhi,Business,Doctor,High
P07118,Female,36-50,Tamil Nadu,Business,Teacher,Medium
P07119,Female,26-35,Tamil Nadu,Business,IT Employee,Low
P07120,Male,18-25,Telangana,Business,Business Owner,Low
P07121,Female,26-35,Tamil Nadu,Personal,IT Employee,Low
P07122,Female,18-25,Delhi,Personal,Business Owner,High
P07123,Male,18-25,Tamil Nadu,Personal,Government Employee,High
P07124,Male,36-50,Andhra Pradesh,Business,Teacher,Low
P07125,Female,18-25,Delhi,Personal,Student,Medium
P07126,Male,26-35,Delhi,Personal,Doctor,High
P07127,Male,18-25,Maharashtra,Personal,Doctor,Low
P07128,Male,18-25,Maharashtra,Personal,Teacher,Low
P07129,Female,36-50,Andhra Pradesh,Personal,Business Owner,High
P07130,Female,26-35,Tamil Nadu,Personal,IT Employee,High
P07131,Male,36-50,Karnataka,Personal,Doctor,Low
P07132,Female,50+,Delhi,Personal,Government Employee,Medium
P07133,Female,26-35,Tamil Nadu,Personal,Teacher,Medium
P07134,Male,36-50,Karnataka,Personal,IT Employee,Medium
P07135,Male,50+,Telangana,Personal,Government Employee,Low
P07136,Female,26-35,Telangana,Business,IT Employee,Medium
P07137,Male,36-50,Karnataka,Business,Teacher,High
P07138,Male,26-35,Karnataka,Business,Teacher,High
P07139,Female,50+,Andhra Pradesh,Personal,Government Employee,High
P07140,Male,50+,Telangana,Personal,Doctor,Medium
P07141,Female,18-25,Karnataka,Personal,IT Employee,Low
P07142,Female,26-35,Andhra Pradesh,Personal,IT Employee,High
P07143,Female,26-35,Telangana,Personal,Government Employee,High
P07144,Male,18-25,Delhi,Business,Student,Low
P07145,Male,50+,Telangana,Business,Doctor,Low
P07146,Male,50+,Tamil Nadu,Personal,Doctor,Medium
P07147,Male,50+,Tamil Nadu,Personal,Teacher,Low
P07148,Male,26-35,Delhi,Business,IT Employee,Medium
P07149,Male,26-35,Tamil Nadu,Personal,IT Employee,Low
P07150,Male,50+,Tamil Nadu,Personal,Government Employee,Medium
P07151,Female,26-35,Telangana,Business,Teacher,Medium
P07152,Female,36-50,Andhra Pradesh,Personal,Teacher,Medium
P07153,Male,50+,Delhi,Personal,Doctor,Low
P07154,Male,18-25,Maharashtra,Personal,Student,High
P07155,Female,50+,Telangana,Personal,Student,Low
P07156,Male,18-25,Andhra Pradesh,Personal,IT Employee,Medium
P07157,Female,26-35,Tamil Nadu,Personal,Business Owner,Medium
P07158,Male,36-50,Tamil Nadu,Personal,Government Employee,High
P07159,Female,26-35,Maharashtra,Personal,Student,Medium
P07160,Female,36-50,Karnataka,Personal,Business Owner,Medium
P07161,Female,50+,Delhi,Business,Government Employee,High
P07162,Male,26-35,Telangana,Personal,Teacher,Low
P07163,Female,26-35,Tamil Nadu,Business,Government Employee,Medium
P07164,Male,36-50,Andhra Pradesh,Personal,IT Employee,Low
P07165,Female,18-25,Tamil Nadu,Personal,IT Employee,High
P07166,Male,50+,Maharashtra,Business,IT Employee,High
P07167,Female,18-25,Delhi,Business,Student,Low
P07168,Male,18-25,Tamil Nadu,Business,IT Employee,High
P07169,Female,50+,Telangana,Personal,IT Employee,Low
P07170,Female,50+,Karnataka,Personal,Business Owner,High
P07171,Female,50+,Maharashtra,Personal,IT Employee,Medium
P07172,Female,50+,Karnataka,Business,Doctor,Low
P07173,Female,50+,Telangana,Personal,Student,Medium
P07174,Male,50+,Tamil Nadu,Business,Business Owner,Low
P07175,Female,18-25,Andhra Pradesh,Business,Student,Low
P07176,Female,50+,Andhra Pradesh,Business,Student,High
P07177,Male,18-25,Andhra Pradesh,Personal,Business Owner,Medium
P07178,Male,18-25,Delhi,Personal,Doctor,High
P07179,Female,26-35,Maharashtra,Business,IT Employee,Medium
P07180,Male,18-25,Delhi,Business,Government Employee,Low
P07181,Female,18-25,Maharashtra,Personal,Doctor,High
P07182,Female,36-50,Maharashtra,Business,Government Employee,Low
P07183,Female,18-25,Andhra Pradesh,Business,Teacher,High
P07184,Male,18-25,Andhra Pradesh,Personal,Business Owner,High
P07185,Male,36-50,Maharashtra,Business,Doctor,Low
P07186,Male,26-35,Telangana,Personal,Government Employee,High
P07187,Female,36-50,Tamil Nadu,Business,IT Employee,Medium
P07188,Female,18-25,Telangana,Personal,Teacher,Medium
P07189,Female,18-25,Delhi,Business,Government Employee,Low
P07190,Female,36-50,Karnataka,Personal,Government Employee,Low
P07191,Male,50+,Telangana,Business,Doctor,High
P07192,Female,36-50,Tamil Nadu,Personal,Teacher,Low
P07193,Female,18-25,Andhra Pradesh,Personal,Government Employee,Low
P07194,Male,36-50,Tamil Nadu,Business,Government Employee,High
P07195,Female,26-35,Tamil Nadu,Personal,Doctor,Medium
P07196,Male,36-50,Telangana,Personal,IT Employee,Medium
P07197,Female,18-25,Tamil Nadu,Personal,Doctor,Low
P07198,Female,18-25,Andhra Pradesh,Personal,Government Employee,Medium
P07199,Female,18-25,Telangana,Business,IT Employee,Medium
P07200,Female,50+,Delhi,Business,IT Employee,High
P07201,Male,36-50,Delhi,Business,IT Employee,High
P07202,Male,18-25,Maharashtra,Personal,IT Employee,Low
P07203,Male,18-25,Andhra Pradesh,Business,Business Owner,Low
P07204,Male,18-25,Andhra Pradesh,Business,Doctor,Medium
P07205,Female,26-35,Telangana,Personal,Government Employee,Medium
P07206,Female,18-25,Andhra Pradesh,Business,IT Employee,High
P07207,Female,50+,Telangana,Business,Business Owner,Low
P07208,Female,18-25,Maharashtra,Business,Doctor,Low
P07209,Female,18-25,Maharashtra,Business,Student,Low
P07210,Female,50+,Maharashtra,Personal,Government Employee,Low
P07211,Female,26-35,Delhi,Personal,Business Owner,High
P07212,Female,50+,Delhi,Personal,Doctor,Low
P07213,Male,26-35,Maharashtra,Personal,Doctor,Medium
P07214,Female,18-25,Karnataka,Personal,Government Employee,High
P07215,Male,50+,Karnataka,Business,Teacher,Low
P07216,Male,36-50,Maharashtra,Personal,Government Employee,High
P07217,Male,50+,Tamil Nadu,Personal,Teacher,Medium
P07218,Female,50+,Delhi,Personal,Doctor,Low
P07219,Male,50+,Telangana,Business,Student,Low
P07220,Female,50+,Maharashtra,Business,IT Employee,Medium
P07221,Male,36-50,Maharashtra,Business,IT Employee,Medium
P07222,Female,36-50,Karnataka,Personal,Business Owner,High
P07223,Female,26-35,Tamil Nadu,Business,Teacher,Medium
P07224,Female,18-25,Telangana,Business,Government Employee,Low
P07225,Male,50+,Telangana,Personal,Business Owner,Medium
P07226,Female,50+,Tamil Nadu,Personal,Student,High
P07227,Female,26-35,Telangana,Personal,IT Employee,High
P07228,Male,18-25,Telangana,Personal,Doctor,High
P07229,Female,18-25,Tamil Nadu,Personal,Doctor,High
P07230,Male,36-50,Delhi,Business,Teacher,Low
P07231,Female,36-50,Tamil Nadu,Personal,Government Employee,Medium
P07232,Female,36-50,Telangana,Personal,Teacher,High
P07233,Male,26-35,Delhi,Personal,Doctor,Medium
P07234,Male,50+,Telangana,Personal,Business Owner,Low
P07235,Female,36-50,Tamil Nadu,Business,IT Employee,High
P07236,Female,50+,Telangana,Business,Government Employee,High
P07237,Male,50+,Andhra Pradesh,Personal,Government Employee,Medium
P07238,Male,36-50,Tamil Nadu,Business,Doctor,High
P07239,Male,18-25,Telangana,Personal,Government Employee,High
P07240,Male,26-35,Andhra Pradesh,Personal,IT Employee,Low
P07241,Male,18-25,Delhi,Business,Teacher,Medium
P07242,Female,50+,Telangana,Business,Student,Low
P07243,Male,50+,Andhra Pradesh,Business,Government Employee,High
P07244,Male,50+,Telangana,Business,Government Employee,Low
P07245,Female,18-25,Karnataka,Personal,Teacher,High
P07246,Female,50+,Tamil Nadu,Personal,Student,Low
P07247,Female,26-35,Andhra Pradesh,Personal,IT Employee,High
P07248,Male,18-25,Telangana,Business,IT Employee,High
P07249,Male,50+,Tamil Nadu,Personal,Teacher,Low
P07250,Female,36-50,Delhi,Personal,Business Owner,High
P07251,Female,50+,Tamil Nadu,Personal,Doctor,Low
P07252,Male,26-35,Karnataka,Business,Business Owner,Low
P07253,Male,50+,Karnataka,Personal,Business Owner,High
P07254,Female,50+,Telangana,Personal,IT Employee,Low
P07255,Female,50+,Maharashtra,Business,Business Owner,Medium
P07256,Male,36-50,Delhi,Personal,Doctor,High
P07257,Male,50+,Karnataka,Personal,Doctor,Medium
P07258,Female,36-50,Tamil Nadu,Business,Business Owner,High
P07259,Male,26-35,Andhra Pradesh,Personal,Student,High
P07260,Male,18-25,Andhra Pradesh,Personal,Student,Medium
P07261,Male,18-25,Karnataka,Business,Business Owner,Low
P07262,Female,18-25,Delhi,Personal,Teacher,Low
P07263,Female,36-50,Delhi,Business,IT Employee,High
P07264,Male,50+,Delhi,Business,Government Employee,High
P07265,Male,50+,Karnataka,Business,IT Employee,Medium
P07266,Male,50+,Andhra Pradesh,Personal,Government Employee,High
P07267,Female,26-35,Andhra Pradesh,Personal,IT Employee,High
P07268,Male,18-25,Maharashtra,Personal,Student,High
P07269,Female,18-25,Telangana,Business,Government Employee,Low
P07270,Female,50+,Tamil Nadu,Personal,Doctor,Medium
P07271,Female,18-25,Karnataka,Personal,Student,Low
P07272,Female,26-35,Tamil Nadu,Business,IT Employee,Medium
P07273,Male,26-35,Tamil Nadu,Personal,Business Owner,Low
P07274,Female,18-25,Andhra Pradesh,Business,Business Owner,Low
P07275,Female,50+,Maharashtra,Business,IT Employee,Low
P07276,Male,50+,Tamil Nadu,Business,Teacher,Medium
P07277,Male,26-35,Karnataka,Business,IT Employee,Low
P07278,Female,50+,Karnataka,Business,Doctor,Medium
P07279,Male,36-50,Delhi,Business,IT Employee,Low
P07280,Female,36-50,Andhra Pradesh,Business,Teacher,High
P07281,Female,36-50,Andhra Pradesh,Business,IT Employee,High
P07282,Male,50+,Delhi,Personal,Student,Medium
P07283,Female,36-50,Delhi,Personal,Business Owner,Low
P07284,Male,36-50,Karnataka,Business,Business Owner,Medium
P07285,Female,26-35,Andhra Pradesh,Personal,Business Owner,Low
P07286,Male,36-50,Maharashtra,Personal,IT Employee,Low
P07287,Female,18-25,Delhi,Business,Doctor,High
P07288,Female,36-50,Delhi,Business,Doctor,Low
P07289,Female,18-25,Karnataka,Personal,Doctor,Medium
P07290,Female,18-25,Tamil Nadu,Personal,Teacher,High
P07291,Female,18-25,Andhra Pradesh,Business,Student,High
P07292,Male,26-35,Maharashtra,Personal,Government Employee,High
P07293,Female,50+,Maharashtra,Business,Teacher,Low
P07294,Male,36-50,Karnataka,Business,Teacher,High
P07295,Female,50+,Tamil Nadu,Personal,Doctor,Low
P07296,Male,18-25,Karnataka,Business,Student,Medium
P07297,Male,18-25,Maharashtra,Personal,Student,Medium
P07298,Female,50+,Tamil Nadu,Personal,Doctor,Low
P07299,Male,26-35,Telangana,Personal,Business Owner,Medium
P07300,Male,18-25,Andhra Pradesh,Business,Student,Medium
P07301,Male,36-50,Maharashtra,Personal,Government Employee,Low
P07302,Female,18-25,Karnataka,Business,Student,Medium
P07303,Female,18-25,Karnataka,Business,Student,High
P07304,Male,18-25,Karnataka,Business,Doctor,Medium
P07305,Male,26-35,Delhi,Business,Business Owner,High
P07306,Female,50+,Maharashtra,Personal,Business Owner,Low
P07307,Female,50+,Tamil Nadu,Business,Government Employee,Low
P07308,Female,18-25,Andhra Pradesh,Business,IT Employee,Medium
P07309,Female,18-25,Karnataka,Personal,Government Employee,High
P07310,Female,36-50,Andhra Pradesh,Personal,Doctor,High
P07311,Male,26-35,Maharashtra,Personal,Business Owner,Low
P07312,Female,36-50,Telangana,Personal,Government Employee,Medium
P07313,Female,26-35,Andhra Pradesh,Personal,Doctor,Medium
P07314,Male,26-35,Tamil Nadu,Business,Teacher,Low
P07315,Male,26-35,Tamil Nadu,Business,Government Employee,High
P07316,Female,26-35,Delhi,Personal,Doctor,High
P07317,Male,26-35,Telangana,Business,Business Owner,Low
P07318,Male,26-35,Andhra Pradesh,Business,Student,Low
P07319,Female,36-50,Karnataka,Business,IT Employee,Medium
P07320,Female,50+,Tamil Nadu,Business,Government Employee,Medium
P07321,Female,26-35,Andhra Pradesh,Business,Teacher,Medium
P07322,Female,50+,Tamil Nadu,Business,Government Employee,Low
P07323,Male,18-25,Tamil Nadu,Business,IT Employee,High
P07324,Female,26-35,Delhi,Business,Government Employee,High
P07325,Male,36-50,Karnataka,Business,Business Owner,Low
P07326,Female,18-25,Telangana,Personal,Teacher,Low
P07327,Female,36-50,Maharashtra,Business,Doctor,Medium
P07328,Male,50+,Maharashtra,Personal,Teacher,Medium
P07329,Male,26-35,Telangana,Business,IT Employee,Medium
P07330,Male,18-25,Andhra Pradesh,Personal,IT Employee,Low
P07331,Female,50+,Tamil Nadu,Business,Student,High
P07332,Male,36-50,Maharashtra,Personal,Government Employee,Medium
P07333,Female,26-35,Telangana,Personal,Government Employee,High
P07334,Female,36-50,Maharashtra,Personal,Business Owner,Medium
P07335,Female,36-50,Telangana,Personal,Government Employee,High
P07336,Female,26-35,Telangana,Business,Government Employee,High
P07337,Male,26-35,Tamil Nadu,Business,Government Employee,Low
P07338,Male,26-35,Karnataka,Personal,Student,Low
P07339,Female,26-35,Karnataka,Personal,IT Employee,High
P07340,Male,36-50,Maharashtra,Business,Teacher,High
P07341,Male,18-25,Maharashtra,Business,Student,Medium
P07342,Male,18-25,Telangana,Business,Doctor,High
P07343,Male,50+,Telangana,Business,Student,Low
P07344,Male,36-50,Karnataka,Personal,Business Owner,Low
P07345,Male,36-50,Tamil Nadu,Business,Business Owner,High
P07346,Female,26-35,Tamil Nadu,Business,Doctor,Low
P07347,Male,36-50,Karnataka,Business,Doctor,Low
P07348,Female,26-35,Andhra Pradesh,Personal,Business Owner,Low
P07349,Female,18-25,Karnataka,Personal,Doctor,Medium
P07350,Female,36-50,Andhra Pradesh,Business,Doctor,High
P07351,Female,18-25,Tamil Nadu,Personal,Teacher,High
P07352,Female,36-50,Delhi,Personal,IT Employee,Low
P07353,Male,26-35,Maharashtra,Business,Student,Low
P07354,Female,18-25,Telangana,Personal,IT Employee,Low
P07355,Female,18-25,Delhi,Business,Doctor,Medium
P07356,Female,36-50,Delhi,Business,Business Owner,Medium
P07357,Male,36-50,Maharashtra,Business,Student,High
P07358,Female,18-25,Maharashtra,Personal,Doctor,High
P07359,Female,18-25,Telangana,Personal,IT Employee,Low
P07360,Female,50+,Tamil Nadu,Personal,Student,High
P07361,Female,18-25,Andhra Pradesh,Personal,IT Employee,Low
P07362,Female,18-25,Telangana,Personal,Doctor,High
P07363,Male,36-50,Andhra Pradesh,Business,Teacher,High
P07364,Male,26-35,Karnataka,Business,Business Owner,Medium
P07365,Female,36-50,Delhi,Business,Teacher,Low
P07366,Female,18-25,Andhra Pradesh,Business,Teacher,Low
P07367,Female,26-35,Telangana,Business,Business Owner,Low
P07368,Male,18-25,Andhra Pradesh,Business,IT Employee,High
P07369,Female,50+,Tamil Nadu,Personal,IT Employee,High
P07370,Female,36-50,Maharashtra,Personal,Business Owner,Medium
P07371,Male,36-50,Karnataka,Business,Business Owner,Low
P07372,Male,26-35,Andhra Pradesh,Business,Government Employee,Low
P07373,Male,18-25,Maharashtra,Business,Student,Medium
P07374,Male,18-25,Karnataka,Business,IT Employee,Low
P07375,Male,50+,Tamil Nadu,Business,Government Employee,Low
P07376,Female,18-25,Delhi,Personal,Teacher,Medium
P07377,Female,18-25,Karnataka,Business,IT Employee,Low
P07378,Male,18-25,Maharashtra,Business,Government Employee,Low
P07379,Male,36-50,Andhra Pradesh,Personal,Business Owner,Medium
P07380,Male,26-35,Maharashtra,Personal,Doctor,Low
P07381,Male,26-35,Tamil Nadu,Business,Government Employee,Medium
P07382,Female,26-35,Karnataka,Personal,Teacher,High
P07383,Female,50+,Delhi,Personal,Government Employee,Low
P07384,Male,50+,Maharashtra,Personal,IT Employee,Medium
P07385,Male,36-50,Telangana,Business,IT Employee,High
P07386,Male,18-25,Andhra Pradesh,Business,IT Employee,Medium
P07387,Male,50+,Andhra Pradesh,Business,Government Employee,Medium
P07388,Female,50+,Telangana,Business,Teacher,Low
P07389,Male,36-50,Delhi,Business,Teacher,Medium
